Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CHAMBERS,017,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,302.00,9.8
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CHILTON,021,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,16.00,9.8
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,COOSA,037,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,FAYETTE,057,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,LAMAR,075,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,LEE,081,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,PICKENS,107,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,SHELBY,117,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,9.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,BARBOUR,005,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,CRENSHAW,041,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,GENEVA,061,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,HOUSTON,069,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,RUSSELL,113,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,KENAI PENINSULA,30,KENAI PENINSULA,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,7.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,29.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,98.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,APACHE,001,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,26.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,COCONINO,005,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,10.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,GILA,007,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,92.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,MOHAVE,015,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,9.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,NAVAJO,017,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,10.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,YAVAPAI,025,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,18.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,COCHISE,003,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,GRAHAM,009,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,5.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,LAPAZ,012,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,MARICOPA,013,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,102800.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,PIMA,019,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,12.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,PINAL,021,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,SANTA CRUZ,023,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,74.00,18.5
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,YUMA,027,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,CONWAY,029,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,FAULKNER,045,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,450.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,GARLAND,051,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,SALINE,125,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,FULTON,049,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,IZARD,065,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,MARION,089,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,7.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,SEARCY,129,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,SHARP,135,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,INDEPENDENCE,063,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,JACKSON,067,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,LAWRENCE,075,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,RANDOLPH,121,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,10.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,WHITE,145,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHWEST,10,BENTON,007,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,681.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHWEST,10,BOONE,009,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHWEST,10,CARROLL,015,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,22.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHWEST,10,MADISON,087,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,537.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHWEST,10,WASHINGTON,143,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,232.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,CALHOUN,013,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,CLARK,019,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTHEAST,90,DESHA,041,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,15.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTHEAST,90,DREW,043,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTHEAST,90,LINCOLN,079,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTHWEST,70,HEMPSTEAD,057,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTHWEST,70,MONTGOMERY,097,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,SOUTHWEST,70,SEVIER,133,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,229.00,26.2
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,WEST CENTRAL,40,CRAWFORD,033,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,WEST CENTRAL,40,FRANKLIN,047,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,WEST CENTRAL,40,LOGAN,083,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,WEST CENTRAL,40,POLK,113,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,WEST CENTRAL,40,YELL,149,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,CONTRA COSTA,013,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,LAKE,033,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,4.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,MARIN,041,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,4254.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,MONTEREY,053,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,NAPA,055,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SAN LUIS OBISPO,079,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SANTA CLARA,085,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,17.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SONOMA,097,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,19427.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,NORTHEAST,30,LASSEN,035,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,33.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,NORTHEAST,30,MODOC,049,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,9.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,NORTHERN COAST,10,DEL NORTE,015,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,NORTHERN COAST,10,HUMBOLDT,023,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,6904.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,NORTHERN COAST,10,MENDOCINO,045,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,21.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,BUTTE,007,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,185.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,COLUSA,011,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,GLENN,021,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,13491.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,SACRAMENTO,067,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,10165.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,SOLANO,095,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,SUTTER,101,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,3.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,TEHAMA,103,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,YOLO,113,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,YUBA,115,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,FRESNO,019,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,111876.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,KERN,029,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,129250.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,KINGS,031,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,150643.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,MADERA,039,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,78262.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,MERCED,047,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,288973.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,077,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,133512.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,STANISLAUS,099,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,153912.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,TULARE,107,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,480992.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,AMADOR,005,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,10.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,CALAVERAS,009,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,13.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,EL DORADO,017,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,49.00,6.8
CENSUS,2022,END OF DEC,,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,NEVADA,057,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,12.00,6.8
