Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,,STATE,OHIO,39,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,247743.00,1.2
CENSUS,2022,END OF DEC,,STATE,OKLAHOMA,40,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,40687.00,1
CENSUS,2022,END OF DEC,,STATE,OREGON,41,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,117533.00,5.3
CENSUS,2022,END OF DEC,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,455651.00,1.2
CENSUS,2022,END OF DEC,,STATE,RHODE ISLAND,44,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,750.00,4.9
CENSUS,2022,END OF DEC,,STATE,SOUTH CAROLINA,45,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,9328.00,10.5
CENSUS,2022,END OF DEC,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,188382.00,13
CENSUS,2022,END OF DEC,,STATE,TENNESSEE,47,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,24525.00,4.8
CENSUS,2022,END OF DEC,,STATE,TEXAS,48,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,639506.00,1
CENSUS,2022,END OF DEC,,STATE,UTAH,49,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,91505.00,0.9
CENSUS,2022,END OF DEC,,STATE,VERMONT,50,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,105514.00,3
CENSUS,2022,END OF DEC,,STATE,VIRGINIA,51,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,63692.00,5.6
CENSUS,2022,END OF DEC,,STATE,WASHINGTON,53,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,255872.00,0.9
CENSUS,2022,END OF DEC,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,4210.00,5.3
CENSUS,2022,END OF DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,1264272.00,6.8
CENSUS,2022,END OF DEC,,STATE,WYOMING,56,,,,,,,00000000,,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,7986.00,6.9
