Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,,STATE,KANSAS,20,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,7886,3.3
CENSUS,2022,END OF DEC,,STATE,KENTUCKY,21,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,220216,44.1
CENSUS,2022,END OF DEC,,STATE,LOUISIANA,22,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,106573,21.6
CENSUS,2022,END OF DEC,,STATE,MAINE,23,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,1178,14.4
CENSUS,2022,END OF DEC,,STATE,MARYLAND,24,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,7143,2.3
CENSUS,2022,END OF DEC,,STATE,MASSACHUSETTS,25,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,1166,14
CENSUS,2022,END OF DEC,,STATE,MICHIGAN,26,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,15642,14.2
CENSUS,2022,END OF DEC,,STATE,MINNESOTA,27,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,114472,21.2
CENSUS,2022,END OF DEC,,STATE,MISSISSIPPI,28,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,376344,17.1
CENSUS,2022,END OF DEC,,STATE,MISSOURI,29,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,240517,13.5
CENSUS,2022,END OF DEC,,STATE,MONTANA,30,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,1188,18.8
CENSUS,2022,END OF DEC,,STATE,NEBRASKA,31,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,77187,59.8
CENSUS,2022,END OF DEC,,STATE,NEVADA,32,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,250,13.8
CENSUS,2022,END OF DEC,,STATE,NEW HAMPSHIRE,33,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,2421,3.7
CENSUS,2022,END OF DEC,,STATE,NEW JERSEY,34,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,1693,18.9
CENSUS,2022,END OF DEC,,STATE,NEW MEXICO,35,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,5675,7.3
CENSUS,2022,END OF DEC,,STATE,NEW YORK,36,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,33296,0.5
CENSUS,2022,END OF DEC,,STATE,NORTH CAROLINA,37,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,1066478,9.4
CENSUS,2022,END OF DEC,,STATE,NORTH DAKOTA,38,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,280,22.8
CENSUS,2022,END OF DEC,,STATE,OHIO,39,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,87586,33.8
CENSUS,2022,END OF DEC,,STATE,OKLAHOMA,40,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,254685,10.7
CENSUS,2022,END OF DEC,,STATE,OREGON,41,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,4847,9.5
CENSUS,2022,END OF DEC,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,324338,15.6
CENSUS,2022,END OF DEC,,STATE,RHODE ISLAND,44,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,134,30.1
CENSUS,2022,END OF DEC,,STATE,SOUTH CAROLINA,45,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,184489,17.9
CENSUS,2022,END OF DEC,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,(D),(D)
CENSUS,2022,END OF DEC,,STATE,TENNESSEE,47,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,284777,10.9
CENSUS,2022,END OF DEC,,STATE,TEXAS,48,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,499687,80.9
CENSUS,2022,END OF DEC,,STATE,UTAH,49,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,1524,10.9
CENSUS,2022,END OF DEC,,STATE,VERMONT,50,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,3371,9.7
CENSUS,2022,END OF DEC,,STATE,VIRGINIA,51,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,149771,30.7
CENSUS,2022,END OF DEC,,STATE,WASHINGTON,53,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,4879,19.6
CENSUS,2022,END OF DEC,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,165183,2.9
CENSUS,2022,END OF DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,27426,35.9
CENSUS,2022,END OF DEC,,STATE,WYOMING,56,,,,,,,00000000,,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,470,11.3
