Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,GREENE,063,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),8.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,GREENE,063,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),3.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,HALE,065,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),29.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,HALE,065,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),1.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,HALE,065,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),1.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,LOWNDES,085,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),20.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MACON,087,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),30.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MACON,087,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),2.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MACON,087,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),1.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MARENGO,091,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),24.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MARENGO,091,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),3.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MARENGO,091,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (400 TO 3,199 HEAD)",1.00,63.6
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MARENGO,091,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),8.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MONTGOMERY,101,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),29.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,MONTGOMERY,101,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),2.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,PERRY,105,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),24.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,PERRY,105,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),2.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,PERRY,105,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),3.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,BLACK BELT,40,SUMTER,119,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),12.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BALDWIN,003,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),111.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BALDWIN,003,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),5.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BALDWIN,003,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (100,000 OR MORE HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BALDWIN,003,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (400 TO 3,199 HEAD)",1.00,63.6
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BALDWIN,003,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),15.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BUTLER,013,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),30.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BUTLER,013,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),3.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,BUTLER,013,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (50,000 TO 99,999 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,CHOCTAW,023,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),14.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,CHOCTAW,023,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),2.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,CLARKE,025,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),40.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,CLARKE,025,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),4.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,CONECUH,035,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),30.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,CONECUH,035,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),2.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,CONECUH,035,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (50,000 TO 99,999 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,053,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),41.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,053,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (400 TO 3,199 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MOBILE,097,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),96.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MOBILE,097,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),15.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MOBILE,097,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),4.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MONROE,099,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),21.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MONROE,099,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),3.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MONROE,099,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),1.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),55.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (10,000 TO 19,999 HEAD)",4.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (20,000 TO 49,999 HEAD)",2.00,40.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),3.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WILCOX,131,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),16.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WILCOX,131,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),6.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,009,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),103.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,009,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (10,000 TO 19,999 HEAD)",3.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,009,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (100,000 OR MORE HEAD)",2.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,009,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (20,000 TO 49,999 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,009,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),5.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,015,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),73.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,015,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),4.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,015,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),9.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,019,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),87.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,019,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),1.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,019,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (100,000 OR MORE HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,019,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),11.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,029,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),32.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,029,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (10,000 TO 19,999 HEAD)",3.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,029,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),3.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,043,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),106.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,043,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (10,000 TO 19,999 HEAD)",18.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,043,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (100,000 OR MORE HEAD)",2.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,043,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (20,000 TO 49,999 HEAD)",16.00,40.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,043,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),5.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,043,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (50,000 TO 99,999 HEAD)",2.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),123.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (10,000 TO 19,999 HEAD)",28.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),7.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (20,000 TO 49,999 HEAD)",23.00,40.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (400 TO 3,199 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),9.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (50,000 TO 99,999 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),85.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (10,000 TO 19,999 HEAD)",5.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),9.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (20,000 TO 49,999 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),5.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (50,000 TO 99,999 HEAD)",1.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,JACKSON,071,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),89.00,18.3
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,JACKSON,071,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (10,000 TO 19,999 HEAD)",2.00,53.1
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,JACKSON,071,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (100 TO 399 HEAD),2.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,JACKSON,071,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,"INVENTORY: (20,000 TO 49,999 HEAD)",3.00,40.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,JACKSON,071,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (50 TO 99 HEAD),5.00,51.2
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,MARSHALL,095,,,00000000,,CHICKENS,"CHICKENS, LAYERS - OPERATIONS WITH INVENTORY",INVENTORY,INVENTORY: (1 TO 49 HEAD),94.00,18.3
