Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,,STATE,OHIO,39,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,20002853.00,2.7
CENSUS,2022,END OF DEC,,STATE,OKLAHOMA,40,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,41322273.00,8.9
CENSUS,2022,END OF DEC,,STATE,OREGON,41,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,3526079.00,20.9
CENSUS,2022,END OF DEC,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,39986947.00,18.6
CENSUS,2022,END OF DEC,,STATE,RHODE ISLAND,44,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,21881.00,6.7
CENSUS,2022,END OF DEC,,STATE,SOUTH CAROLINA,45,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,54050467.00,7.6
CENSUS,2022,END OF DEC,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,40795.00,2.9
CENSUS,2022,END OF DEC,,STATE,TENNESSEE,47,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,35712972.00,8.7
CENSUS,2022,END OF DEC,,STATE,TEXAS,48,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,146162793.00,9.4
CENSUS,2022,END OF DEC,,STATE,UTAH,49,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,8018.00,6.1
CENSUS,2022,END OF DEC,,STATE,VERMONT,50,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,102822.00,27.6
CENSUS,2022,END OF DEC,,STATE,VIRGINIA,51,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,55500718.00,27
CENSUS,2022,END OF DEC,,STATE,WASHINGTON,53,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,5226564.00,41.9
CENSUS,2022,END OF DEC,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,10796272.00,4.1
CENSUS,2022,END OF DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,8493377.00,6.7
CENSUS,2022,END OF DEC,,STATE,WYOMING,56,,,,,,,00000000,,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,3813.00,13.9
