Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MOBILE,097,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,4183.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,MONROE,099,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,722.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,97816.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,COASTAL PLAINS & GULF COAST,50,WILCOX,131,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,904.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,009,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,370801.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,015,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2361.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,019,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,029,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,48702.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,043,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1566017.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,DE KALB,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1182305.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,172558.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,JACKSON,071,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,140896.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,MARSHALL,095,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,366260.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,MOUNTAINS & EASTERN VALLEY,20,SAINT CLAIR,115,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2313.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,COLBERT,033,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,FRANKLIN,059,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,143135.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,LAUDERDALE,077,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,86046.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,LAWRENCE,079,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,182321.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,LIMESTONE,083,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,48195.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,MADISON,089,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,3479.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,MARION,093,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,833.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,MORGAN,103,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,NORTHERN VALLEY,10,WINSTON,133,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,105045.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,BIBB,007,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1027.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CHAMBERS,017,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1459.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CHILTON,021,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2808.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CLAY,027,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,356274.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,COOSA,037,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,132.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,FAYETTE,057,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1081.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,JEFFERSON,073,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2203.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,LAMAR,075,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,702.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,LEE,081,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1972.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,PICKENS,107,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,104287.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,222443.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,SHELBY,117,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1551.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2188.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1092.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2164.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,WALKER,127,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,12037.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,BARBOUR,005,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,104897.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,COFFEE,031,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,COVINGTON,039,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,442770.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,CRENSHAW,041,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,214380.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,DALE,045,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,205153.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,GENEVA,061,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,HENRY,067,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,HOUSTON,069,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1489.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,PIKE,109,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ALABAMA,01,WIREGRASS,60,RUSSELL,113,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1046.00,18.9
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,KENAI PENINSULA,30,KENAI PENINSULA,,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,3506.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,4364.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,SOUTHEAST,40,JUNEAU,,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,534.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,304.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ALASKA,02,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1426.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,APACHE,001,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,4738.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,COCONINO,005,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2823.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,GILA,007,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1559.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,MOHAVE,015,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1597.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,NAVAJO,017,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,3842.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,NORTHERN,10,YAVAPAI,025,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,4288.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,COCHISE,003,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,6049.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,GRAHAM,009,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,489.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,GREENLEE,011,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,186.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,LAPAZ,012,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,MARICOPA,013,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,PIMA,019,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2521.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,PINAL,021,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2496.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,SANTA CRUZ,023,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,855.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARIZONA,04,SOUTHERN,80,YUMA,027,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1238.00,(L)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,CONWAY,029,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,FAULKNER,045,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,4121.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,GARLAND,051,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,GRANT,053,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1289.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,HOT SPRING,059,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,374506.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,PERRY,105,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1795.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,PULASKI,119,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2263.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,CENTRAL,50,SALINE,125,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1382.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,ARKANSAS,001,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,192.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,CRITTENDEN,035,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,838.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,CROSS,037,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,338.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,LONOKE,085,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2446.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,PHILLIPS,107,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,56.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,PRAIRIE,117,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,317.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,SAINT FRANCIS,123,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,EAST CENTRAL,60,WOODRUFF,147,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,90.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,BAXTER,005,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1456.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,CLEBURNE,023,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,FULTON,049,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,66176.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,IZARD,065,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,86714.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,MARION,089,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1170.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,SEARCY,129,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1093.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,SHARP,135,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,226410.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,STONE,137,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1531.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,VAN BUREN,141,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,1760.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,CLAY,021,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,251.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,CRAIGHEAD,031,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,702.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,GREENE,055,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,2059.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,INDEPENDENCE,063,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,JACKSON,067,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,545.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,LAWRENCE,075,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,121832.00,19.6
CENSUS,2022,END OF DEC,,COUNTY,ARKANSAS,05,NORTHEAST,30,MISSISSIPPI,093,,,00000000,,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,45040.00,19.6
