Program,Year,Period,WeekEnding,GeoLevel,State,StateANSI,AgDistrict,AgDistrictCode,County,CountyANSI,ZipCode,Region,watershed_code,Watershed,Commodity,DataItem,Domain,DomainCategory,Value,CV___
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"COASTAL PLAINS & GULF COAST",50,MOBILE,97,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,197,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"COASTAL PLAINS & GULF COAST",50,MONROE,99,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,25.2963504685099,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"COASTAL PLAINS & GULF COAST",50,WASHINGTON,129,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,29.6643686254664,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"COASTAL PLAINS & GULF COAST",50,WILCOX,131,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,27.0476488584639,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,BLOUNT,9,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,34.3373010904549,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,CALHOUN,15,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,527,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,CHEROKEE,19,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,44,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,CLEBURNE,29,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,26.9053043194078,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,CULLMAN,43,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,35.5397484591228,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,DE KALB,49,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,73.9561014851731,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,ETOWAH,55,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,57.1003345943251,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,JACKSON,71,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,38.5200400028874,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,MARSHALL,95,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,31.2162323348945,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"MOUNTAINS & EASTERN VALLEY",20,SAINT CLAIR,115,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,71,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,COLBERT,33,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,29.9739678081006,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,FRANKLIN,59,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,27.8722353707524,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,LAUDERDALE,77,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,57.6150346223672,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,LAWRENCE,79,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,41.001913038128,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,LIMESTONE,83,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,38.7567438287546,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,MADISON,89,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,101,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,MARION,93,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,26.9568263423157,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,MORGAN,103,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,75.4650157832262,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"NORTHERN VALLEY",10,WINSTON,133,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,30.5693436022084,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,BIBB,7,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,82,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,CHAMBERS,17,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,68,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,CHILTON,21,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,207,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,CLAY,27,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,28.0702629282362,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,COOSA,37,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,20.4968560482994,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,FAYETTE,57,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,24.136985169743,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,JEFFERSON,73,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,83,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,LAMAR,75,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,26.0570564122222,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,LEE,81,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,20,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,PICKENS,107,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,22.9138371659369,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,RANDOLPH,111,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,34.4699188515009,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,SHELBY,117,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,223,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,TALLADEGA,121,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,213,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,TALLAPOOSA,123,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,17,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,TUSCALOOSA,125,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,150,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"UPPER PLAINS & PIEDMONT",30,WALKER,127,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,46.2218597075637,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,BARBOUR,5,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,23.2829158173034,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,COFFEE,31,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,23.4237837945063,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,COVINGTON,39,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,33.6372713682186,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,CRENSHAW,41,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,20.351319703128,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,DALE,45,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,25.1995293239704,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,GENEVA,61,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,30.8336492784191,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,HENRY,67,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,22.1188535277824,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,HOUSTON,69,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,42,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,PIKE,109,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,22.4463760770345,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALABAMA,1,"WIREGRASS",60,RUSSELL,113,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,16,22.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ALASKA,2,"KENAI PENINSULA",30,KENAI PENINSULA,NaN,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,72,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALASKA,2,"MATANUSKA-SUSITNA-ANCHORAGE",20,ANCHORAGE,NaN,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,30,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALASKA,2,"SOUTHEAST",40,JUNEAU,NaN,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,23.1719665559513,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALASKA,2,"SOUTHWEST & WEST",50,ALEUTIAN ISLANDS,NaN,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,21.6245490492117,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ALASKA,2,"TANANA VALLEY",10,FAIRBANKS NORTH STAR,NaN,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,24,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"NORTHERN",10,APACHE,1,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,576,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"NORTHERN",10,COCONINO,5,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,172,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"NORTHERN",10,GILA,7,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,26.2397594930437,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"NORTHERN",10,MOHAVE,15,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,30,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"NORTHERN",10,NAVAJO,17,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,341,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"NORTHERN",10,YAVAPAI,25,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,106,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"SOUTHERN",80,COCHISE,3,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,93,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"SOUTHERN",80,GREENLEE,11,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,21.0389353605874,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"SOUTHERN",80,MARICOPA,13,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,283,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"SOUTHERN",80,PIMA,19,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,62,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"SOUTHERN",80,PINAL,21,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,111,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"SOUTHERN",80,SANTA CRUZ,23,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,21.7490676742453,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ARIZONA,4,"SOUTHERN",80,YUMA,27,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,48,23.8
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,CONWAY,29,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,53.7362561429735,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,FAULKNER,45,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,143,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,GARLAND,51,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,28.5213414348268,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,GRANT,53,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,51,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,HOT SPRING,59,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,30.7051363471833,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,PERRY,105,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,17,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,PULASKI,119,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,102,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"CENTRAL",50,SALINE,125,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,15,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"EAST CENTRAL",60,LONOKE,85,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,114,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"EAST CENTRAL",60,PRAIRIE,117,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,28,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,BAXTER,5,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,301,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,CLEBURNE,23,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,82,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,FULTON,49,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,106,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,IZARD,65,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,34.0266302692083,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,MARION,89,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,21,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,SEARCY,129,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,25,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,SHARP,135,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,24.8349035474583,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,STONE,137,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,79,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTH CENTRAL",20,VAN BUREN,141,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,61,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTHEAST",30,CRAIGHEAD,31,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,14,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTHEAST",30,GREENE,55,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,46,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTHEAST",30,INDEPENDENCE,63,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,34.3207238737691,NaN
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTHEAST",30,JACKSON,67,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,25,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTHEAST",30,LAWRENCE,75,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,24.7705144321559,40
CENSUS,2022,END OF DEC,NaN,COUNTY,ARKANSAS,5,"NORTHEAST",30,POINSETT,111,NaN,NaN,0,NaN,CHICKENS,"CHICKENS, ROOSTERS - INVENTORY",TOTAL,NOT SPECIFIED,4,40
