Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,,STATE,GEORGIA,13,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,9613925.00,24.4
CENSUS,2022,END OF DEC,,STATE,HAWAII,15,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,STATE,IDAHO,16,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,STATE,ILLINOIS,17,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,700533.00,1.8
CENSUS,2022,END OF DEC,,STATE,INDIANA,18,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,10859772.00,3.9
CENSUS,2022,END OF DEC,,STATE,IOWA,19,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,14559246.00,1
CENSUS,2022,END OF DEC,,STATE,KANSAS,20,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,STATE,KENTUCKY,21,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,2002388.00,7.1
CENSUS,2022,END OF DEC,,STATE,LOUISIANA,22,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,483947.00,26.4
CENSUS,2022,END OF DEC,,STATE,MAINE,23,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,5099.00,18.4
CENSUS,2022,END OF DEC,,STATE,MARYLAND,24,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,452534.00,73.9
CENSUS,2022,END OF DEC,,STATE,MASSACHUSETTS,25,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,9793.00,11.5
CENSUS,2022,END OF DEC,,STATE,MICHIGAN,26,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,4829282.00,0.1
CENSUS,2022,END OF DEC,,STATE,MINNESOTA,27,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,4185443.00,8.4
CENSUS,2022,END OF DEC,,STATE,MISSISSIPPI,28,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,3490217.00,58.2
CENSUS,2022,END OF DEC,,STATE,MISSOURI,29,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,3801559.00,7.1
CENSUS,2022,END OF DEC,,STATE,MONTANA,30,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,303454.00,1
CENSUS,2022,END OF DEC,,STATE,NEBRASKA,31,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,2206036.00,1.7
CENSUS,2022,END OF DEC,,STATE,NEVADA,32,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,742.00,14.6
CENSUS,2022,END OF DEC,,STATE,NEW HAMPSHIRE,33,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,STATE,NEW JERSEY,34,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,STATE,NEW MEXICO,35,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,26943.00,1.3
CENSUS,2022,END OF DEC,,STATE,NEW YORK,36,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1693479.00,0.3
CENSUS,2022,END OF DEC,,STATE,NORTH CAROLINA,37,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,7743795.00,28.5
CENSUS,2022,END OF DEC,,STATE,NORTH DAKOTA,38,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,STATE,OHIO,39,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,11807128.00,1.4
CENSUS,2022,END OF DEC,,STATE,OKLAHOMA,40,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1503185.00,9.8
CENSUS,2022,END OF DEC,,STATE,OREGON,41,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1106526.00,0.2
CENSUS,2022,END OF DEC,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,13800765.00,15.6
CENSUS,2022,END OF DEC,,STATE,RHODE ISLAND,44,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,647.00,50.1
CENSUS,2022,END OF DEC,,STATE,SOUTH CAROLINA,45,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,2863471.00,38.2
CENSUS,2022,END OF DEC,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,END OF DEC,,STATE,TENNESSEE,47,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1724806.00,12.7
CENSUS,2022,END OF DEC,,STATE,TEXAS,48,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,7659290.00,5
CENSUS,2022,END OF DEC,,STATE,UTAH,49,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1654780.00,(L)
CENSUS,2022,END OF DEC,,STATE,VERMONT,50,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,8782.00,9.9
CENSUS,2022,END OF DEC,,STATE,VIRGINIA,51,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1191467.00,9.5
CENSUS,2022,END OF DEC,,STATE,WASHINGTON,53,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1243674.00,0.3
CENSUS,2022,END OF DEC,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,776077.00,7.8
CENSUS,2022,END OF DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,1455857.00,2.1
CENSUS,2022,END OF DEC,,STATE,WYOMING,56,,,,,,,00000000,,CHICKENS,"CHICKENS, PULLETS, REPLACEMENT - INVENTORY",TOTAL,NOT SPECIFIED,2392.00,9.8
