"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CALHOUN","015","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","328","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CHEROKEE","019","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CLEBURNE","029","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","164","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CULLMAN","043","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","491","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","DE KALB","049","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,464","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","ETOWAH","055","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","208","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","JACKSON","071","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","695","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","MARSHALL","095","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","183","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","SAINT CLAIR","115","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","49","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","COLBERT","033","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","164","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","FRANKLIN","059","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","205","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAUDERDALE","077","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","273","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAWRENCE","079","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","75","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LIMESTONE","083","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","514","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MADISON","089","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","296","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MARION","093","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MORGAN","103","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","325","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","WINSTON","133","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","42","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","BIBB","007","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","148","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHAMBERS","017","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","107","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHILTON","021","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","305","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CLAY","027","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","51","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","COOSA","037","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","8","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","FAYETTE","057","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","100","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","JEFFERSON","073","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","293","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LAMAR","075","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","65","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LEE","081","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","PICKENS","107","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","RANDOLPH","111","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","10","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","SHELBY","117","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","165","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLADEGA","121","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","64","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLAPOOSA","123","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","61","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TUSCALOOSA","125","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","129","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","WALKER","127","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","155","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","BARBOUR","005","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","169","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","COFFEE","031","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","45","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","COVINGTON","039","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","90","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","CRENSHAW","041","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","7","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","DALE","045","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","40","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","GENEVA","061","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","90","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","HENRY","067","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","HOUSTON","069","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","81","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","PIKE","109","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","38","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","RUSSELL","113","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","48","4.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","KENAI PENINSULA","30","KENAI PENINSULA","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE","20","ANCHORAGE","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","670","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","SOUTHEAST","40","JUNEAU","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","SOUTHWEST & WEST","50","ALEUTIAN ISLANDS","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","12","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","TANANA VALLEY","10","FAIRBANKS NORTH STAR","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","616","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","APACHE","001","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","580","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","COCONINO","005","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","173","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","GILA","007","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","32","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","MOHAVE","015","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","134","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","159","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","COCHISE","003","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","843","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","GRAHAM","009","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","339","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","GREENLEE","011","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","48","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","733","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","PIMA","019","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","193","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","SANTA CRUZ","023","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","YUMA","027","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","192","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","CONWAY","029","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","14,010","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","FAULKNER","045","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","329","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","GARLAND","051","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","85","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","GRANT","053","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","264","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","HOT SPRING","059","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","61","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","PERRY","105","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","340","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","PULASKI","119","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","513","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","SALINE","125","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","235","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","ARKANSAS","001","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CROSS","037","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LEE","077","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LONOKE","085","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","192","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","MONROE","095","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PHILLIPS","107","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","125","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PRAIRIE","117","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","SAINT FRANCIS","123","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","WOODRUFF","147","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","BAXTER","005","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","32","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","CLEBURNE","023","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","58","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","FULTON","049","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","129","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","IZARD","065","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","MARION","089","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","101","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","SEARCY","129","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","116","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","SHARP","135","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","190","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","STONE","137","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","73","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","VAN BUREN","141","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","165","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","CLAY","021","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","47","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","CRAIGHEAD","031","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","124","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","GREENE","055","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","64","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","INDEPENDENCE","063","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","39","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","JACKSON","067","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","LAWRENCE","075","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","34","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","MISSISSIPPI","093","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","POINSETT","111","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","RANDOLPH","121","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","145","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHEAST","30","WHITE","145","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","497","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","BENTON","007","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","BOONE","009","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","534","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","CARROLL","015","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","169","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","MADISON","087","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","184","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","NEWTON","101","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","56","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTHWEST","10","WASHINGTON","143","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","4,699","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","SOUTH CENTRAL","80","BRADLEY","011","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","7","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","SOUTH CENTRAL","80","CALHOUN","013","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","54","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","SOUTH CENTRAL","80","CLARK","019","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","143","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","SOUTH CENTRAL","80","CLEVELAND","025","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","12","4.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","SOUTH CENTRAL","80","COLUMBIA","027","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","71","4.0"
